-0.000114	1.44
-0.0002		2.68
-0.00026	3.61
-0.000358	5.05
-0.000467	6.66
-0.000596	8.56
-0.000726	10.54
-0.000848	12.38
-0.000976	14.25
-0.001103	16.15
-0.001227	18
-0.001365	20.09
-0.001164	17.1
-0.001011	14.84
-0.000859	12.57
-0.000714	10.41
-0.000588	8.53
-0.000449	6.45
-0.000332	4.68
-0.000173	2.3
-0.000035	0.3
