-0.000011	0.1
-0.000052	0.67
-0.00013	1.87
-0.000304	4.44
-0.0005	7.3
-0.00074	10.86
-0.00098	14.44
-0.001077	15.92
-0.001166	17.21
-0.00126	18.68
-0.00135	20.04
-0.001198	17.73
-0.001025	15.14
-0.00089	13.12
-0.000748	11.02
-0.000631	9.27
-0.000417	6.21
-0.000313	4.58
-0.000211	3.12
-0.00014	2.1
-0.000052	0.77
-0.000022	0.28
