-0.000047	0.67
-0.000103	1.53
-0.000143	2.14
-0.000222	3.38
-0.000339	5.18
-0.00041	6.24
-0.000524	8.03
-0.00063	9.57
-0.000761	11.58
-0.000882	13.45
-0.001004	15.29
-0.001152	17.51
-0.001277	19.36
-0.001333	20.2
-0.00118	17.97
-0.000905	13.84
-0.000771	11.79
-0.000634	9.7
-0.000506	7.72
-0.000385	5.9
-0.000266	4.1
-0.000193	2.94
-0.000129	1.95
-0.000031	0.4
